47,Private,193047,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,>50K
64,State-gov,111795,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
60,Self-emp-not-inc,78913,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
38,State-gov,200904,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,30,United-States,>50K
29,Private,67306,HS-grad,9,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
45,Private,330087,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,171814,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Private,169711,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
22,State-gov,48121,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States,<=50K
24,Self-emp-inc,242138,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
20,Private,306639,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
40,Private,100584,10th,6,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
38,Private,234901,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,United-States,>50K
49,Private,195554,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,44,United-States,<=50K
30,Private,149787,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
33,Federal-gov,207723,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,40,nan,<=50K
21,Private,180339,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
34,Private,152493,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,60,United-States,<=50K
26,Self-emp-not-inc,224361,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,75,United-States,<=50K
30,Private,242739,Bachelors,13,Divorced,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
23,Private,336360,7th-8th,4,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
49,Private,64216,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,90,United-States,<=50K
70,Private,235781,Some-college,10,Divorced,Farming-fishing,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
48,Private,165484,Bachelors,13,Separated,Sales,Not-in-family,White,Male,0,0,65,United-States,>50K
52,nan,159755,Assoc-voc,11,Married-civ-spouse,nan,Husband,White,Male,0,0,50,United-States,>50K
28,Private,216479,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,Self-emp-not-inc,107410,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
51,Private,104651,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
50,Private,268913,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Iran,<=50K
52,Private,68982,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
24,Private,403865,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,<=50K
55,Private,259532,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
41,State-gov,153095,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
48,Self-emp-inc,106232,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,48,United-States,>50K
53,Private,302868,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
31,Private,467579,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1887,40,United-States,>50K
55,Private,306164,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
31,Private,156464,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,25,United-States,<=50K
52,Private,168553,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,40,United-States,>50K
33,Self-emp-not-inc,188957,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,State-gov,33126,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
25,Private,48280,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
62,Federal-gov,171995,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,2829,0,40,United-States,<=50K
42,Local-gov,201495,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,United-States,>50K
25,Private,321205,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,4101,0,35,United-States,<=50K
42,Private,154374,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
53,Private,97005,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,>50K
35,Private,498216,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
59,Self-emp-not-inc,114760,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,>50K
34,Self-emp-not-inc,175697,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,75,United-States,<=50K
35,Private,292472,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,>50K
30,Private,247328,HS-grad,9,Separated,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,>50K
23,Federal-gov,163870,Some-college,10,Never-married,Armed-Forces,Other-relative,White,Male,0,0,40,United-States,<=50K
53,Federal-gov,439263,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,>50K
35,Private,67083,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,China,<=50K
57,State-gov,132145,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,45,United-States,>50K
27,Private,445480,12th,8,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
42,Private,213214,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,207940,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,United-States,<=50K
29,Private,246933,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,Mexico,<=50K
24,Private,250647,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Guatemala,<=50K
46,Private,57914,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,235646,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
17,Private,181015,10th,6,Never-married,Other-service,Other-relative,White,Male,0,0,15,United-States,<=50K
44,Private,248406,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
67,Self-emp-inc,51415,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
68,nan,141181,9th,5,Married-civ-spouse,nan,Husband,White,Male,0,0,2,United-States,<=50K
34,Private,106742,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
29,Private,103111,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,30,Canada,<=50K
47,Private,181652,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,Private,301911,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,35,Laos,<=50K
34,Federal-gov,23940,Some-college,10,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
28,Private,179498,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,131461,9th,5,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,24,Haiti,<=50K
22,Private,306779,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,<=50K
24,Private,84319,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,162228,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
74,Private,194312,9th,5,Widowed,Craft-repair,Not-in-family,White,Male,0,0,10,nan,<=50K
38,Private,205493,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,60,United-States,>50K
55,Private,206487,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
51,Private,302847,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,54,United-States,<=50K
39,Private,52645,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
35,Private,22463,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18,Private,270544,12th,8,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
61,Private,206339,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
51,Private,221672,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,>50K
35,Self-emp-not-inc,89508,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3908,0,60,United-States,<=50K
45,Self-emp-inc,179030,Bachelors,13,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,35,South,<=50K
34,Private,98283,Prof-school,15,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,0,1564,40,India,>50K
66,Self-emp-not-inc,174995,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,2290,0,30,Hungary,<=50K
47,State-gov,207120,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,>50K
18,Private,238401,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
50,Federal-gov,222020,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,<=50K
60,nan,174073,HS-grad,9,Married-civ-spouse,nan,Husband,White,Male,0,0,40,United-States,<=50K
47,Self-emp-inc,209460,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,40,United-States,>50K
66,Private,350498,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,28,United-States,<=50K
51,Private,332489,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,Germany,>50K
36,Private,140583,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
60,Private,116230,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,204751,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,<=50K
56,Private,181220,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
38,Private,108293,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,>50K
34,Self-emp-not-inc,213887,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,32,Canada,>50K
46,Private,428405,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
47,Private,202856,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,36,United-States,<=50K
51,Private,104748,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
52,Private,134190,10th,6,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
55,State-gov,117357,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,70,nan,>50K
25,nan,168358,HS-grad,9,Never-married,nan,Own-child,White,Male,0,0,40,United-States,<=50K
41,Private,242804,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,289731,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,119471,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,>50K
36,Private,549174,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
49,Local-gov,329144,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,44,United-States,>50K
42,Private,100800,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,141186,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
48,Self-emp-inc,155664,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
20,Private,188300,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
18,nan,216508,HS-grad,9,Never-married,nan,Own-child,White,Male,0,0,30,United-States,<=50K
32,Private,154571,Some-college,10,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,40,nan,<=50K
21,Private,225724,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
43,Self-emp-inc,214503,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,45,United-States,>50K
24,Private,132320,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,45,United-States,<=50K
35,Private,241306,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K
47,Private,215686,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,50,United-States,<=50K
45,Self-emp-inc,204205,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
21,Private,242912,HS-grad,9,Never-married,Other-service,Other-relative,White,Female,0,0,35,United-States,<=50K
31,Private,454508,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,2001,40,United-States,<=50K
57,Private,161944,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,60,United-States,>50K
63,Private,162772,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,>50K
26,Self-emp-not-inc,201930,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
43,Private,249771,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,99,United-States,<=50K
24,Private,353010,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,65,United-States,<=50K
20,Self-emp-not-inc,157145,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,2258,10,United-States,<=50K
50,Private,98227,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,199116,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
41,Private,43467,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,0,0,99,United-States,<=50K
65,Private,228182,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
71,Private,105200,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,6767,0,20,United-States,<=50K
49,Self-emp-inc,125892,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
75,Self-emp-not-inc,309955,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2174,50,United-States,>50K
28,Private,209205,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
24,State-gov,197731,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,49,United-States,>50K
43,Self-emp-inc,82488,Bachelors,13,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,>50K
42,Private,55395,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,<=50K
30,Private,108023,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
23,Private,210474,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
42,Private,111949,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K
29,State-gov,159782,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,>50K
54,Private,140359,7th-8th,4,Divorced,Machine-op-inspct,Unmarried,White,Female,0,3900,40,United-States,<=50K
26,nan,256141,Some-college,10,Never-married,nan,Own-child,White,Female,0,0,40,United-States,<=50K
52,Private,167651,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
60,Private,355865,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
26,Private,164488,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,10,United-States,<=50K
27,Private,289484,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
31,Private,182237,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,4386,0,45,United-States,>50K
58,Private,49893,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
34,Local-gov,104509,Masters,14,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
59,Self-emp-not-inc,175827,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
57,Self-emp-not-inc,225913,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
36,Private,180150,12th,8,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
50,Private,24790,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,240043,10th,6,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,30,United-States,<=50K
49,Private,169818,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,>50K
41,Self-emp-inc,93227,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1977,60,Taiwan,>50K
52,Federal-gov,53905,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
48,Private,141511,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
56,Private,175127,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,124604,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,32,United-States,<=50K
25,Private,410240,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
33,Local-gov,55921,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,0,0,70,United-States,<=50K
50,Private,226735,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,70,United-States,>50K
38,nan,365465,Assoc-voc,11,Never-married,nan,Own-child,White,Male,0,0,15,United-States,<=50K
34,Private,231238,9th,5,Separated,Farming-fishing,Unmarried,Black,Male,0,0,40,United-States,<=50K
28,Private,189346,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
55,Local-gov,209535,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
69,nan,473040,5th-6th,3,Divorced,nan,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Private,303619,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,193051,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,25,United-States,<=50K
32,Private,195000,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,45,United-States,>50K
28,Private,206125,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,171356,Assoc-acdm,12,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
36,nan,177974,11th,7,Married-civ-spouse,nan,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,308944,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,State-gov,55764,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
39,Private,38145,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,<=50K
34,Private,231043,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,3908,0,45,United-States,<=50K
58,Local-gov,212864,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,3908,0,40,United-States,<=50K
58,Private,196502,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
54,Private,156003,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
61,Private,258775,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,4386,0,40,United-States,>50K
52,Self-emp-not-inc,138611,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7688,0,55,United-States,>50K
44,State-gov,484879,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
56,Private,170411,HS-grad,9,Divorced,Protective-serv,Own-child,White,Male,4101,0,38,United-States,<=50K
62,Private,167098,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
39,Private,301867,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,24,Philippines,<=50K
33,Federal-gov,193246,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States,>50K
37,Private,380614,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,13,United-States,>50K
34,Private,190151,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,32,United-States,<=50K
26,Private,383885,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,50,United-States,<=50K
32,Private,222548,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
34,Private,235271,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,86,United-States,>50K
